date,Wholesale broiler composite,Retail-wholesale spread for broiler composite,OT
2014-02-01,75.612016,119.682007686247,195.294023686247
2014-03-01,79.85368,114.876127421684,194.729807421684
2014-04-01,85.90756,107.000303806749,192.907863806749
2014-05-01,90.424832,104.18883734358,194.61366934358
2014-06-01,92.893544,101.964209804384,194.857753804384
2014-07-01,94.030216,101.558858164657,195.589074164657
2014-08-01,92.249984,104.794696350667,197.044680350667
2014-09-01,92.346936,104.776571917038,197.123507917038
2014-10-01,90.403608,108.583208421706,198.986816421706
2014-11-01,87.906176,112.89295787223,200.79913387223
2014-12-01,86.087896,113.345901961797,199.433797961797
2015-01-01,87.9496,109.892741953172,197.842341953172
2015-02-01,86.184552,111.611670590227,197.796222590227
2015-03-01,85.781784,112.947352770233,198.729136770233
2015-04-01,84.81892,114.914422665093,199.733342665093
2015-05-01,85.555152,107.628760017407,193.183912017407
2015-06-01,83.990376,114.702388518882,198.692764518882
2015-07-01,78.4968,117.837691509052,196.334491509052
2015-08-01,72.561232,123.468015796208,196.029247796208
2015-09-01,69.345792,125.65248557768,194.99827757768
2015-10-01,65.523248,131.015703607338,196.538951607338
2015-11-01,63.536568,133.448970424661,196.985538424661
2015-12-01,64.158168,128.98799832087,193.14616632087
2016-01-01,67.663504,124.99696689575,192.66047089575
2016-02-01,67.413848,120.007212859499,187.421060859499
2016-03-01,69.5224,119.203539044871,188.725939044871
2016-04-01,74.143808,117.987290067108,192.131098067108
2016-05-01,77.452248,112.353979783356,189.806227783356
2016-06-01,76.892064,114.65540378014,191.54746778014
2016-07-01,75.725144,114.190957395763,189.916101395763
2016-08-01,74.015496,117.11834653491,191.13384253491
2016-09-01,75.927792,114.894612856262,190.822404856261
2016-10-01,74.094032,115.215048813747,189.309080813747
2016-11-01,74.890264,114.51524888703,189.40551288703
2016-12-01,76.695904,107.135489951005,183.831393951005
2017-01-01,77.333424,108.732982798929,186.066406798929
2017-02-01,77.599792,109.559472948333,187.159264948333
2017-03-01,83.396312,104.421674732238,187.817986732238
2017-04-01,88.804808,99.8474640091372,188.652272009137
2017-05-01,94.475288,93.218894381629,187.694182381629
2017-06-01,98.229936,88.5544604972381,186.784396497238
2017-07-01,99.144464,87.1710054503747,186.315469450375
2017-08-01,94.68312,93.8812285181986,188.564348518199
2017-09-01,86.02968,101.391920321248,187.421600321248
2017-10-01,78.9474,108.481496084381,187.428896084381
2017-11-01,76.54128,110.606515618612,187.147795618612
2017-12-01,79.249072,110.477811915999,189.726883915999
2018-01-01,79.371936,102.338924910118,181.710860910118
2018-02-01,80.867624,105.183398709124,186.051022709124
2018-03-01,83.336552,103.375318353977,186.711870353977
2018-04-01,85.095656,104.892175001879,189.987831001879
2018-05-01,87.028808,102.199839249475,189.228647249475
2018-06-01,87.67996,100.737359811687,188.417319811687
2018-07-01,85.573256,103.622067858573,189.195323858573
2018-08-01,76.355584,112.051363958964,188.406947958964
2018-09-01,73.171008,113.229151248981,186.400159248981
2018-10-01,71.343048,117.571545625299,188.914593625299
2018-11-01,69.9982,115.327953165534,185.326153165534
2018-12-01,71.255864,115.821707357876,187.077571357876
2019-01-01,77.5246,107.664456916355,185.189056916355
2019-02-01,76.77436,110.787808442905,187.562168442905
2019-03-01,79.526976,105.944537770449,185.471513770449
2019-04-01,81.667976,106.725165143791,188.393141143791
2019-05-01,82.244816,106.254761805661,188.499577805661
2019-06-01,82.409472,105.204377412492,187.613849412492
2019-07-01,82.059784,105.260374979241,187.320158979241
2019-08-01,77.828024,108.63114495802,186.45916895802
2019-09-01,73.459472,112.645004176997,186.104476176997
2019-10-01,69.819928,118.109110730795,187.929038730795
2019-11-01,68.1326,121.386029293928,189.518629293928
2019-12-01,69.691096,122.078926422534,191.770022422534
2020-01-01,71.331888,115.699048968583,187.030936968583
2020-02-01,69.291544,118.9457183333,188.2372623333
2020-03-01,71.214968,121.575712090807,192.790680090807
2020-04-01,63.179624,139.912619038219,203.092243038219
2020-05-01,68.275792,136.221256157904,204.497048157904
2020-06-01,68.676376,139.206302481534,207.882678481534
2020-07-01,67.097024,136.147725463861,203.244749463861
2020-08-01,65.882336,135.16471817446,201.04705417446
2020-09-01,62.607936,137.5081201716,200.1160561716
2020-10-01,63.176216,136.677115648476,199.853331648476
2020-11-01,66.30412,135.382822515756,201.686942515756
2020-12-01,67.235296,133.458238232004,200.693534232004
2021-01-01,68.376432,134.470524998092,202.846956998092
2021-02-01,72.59148,126.420537022978,199.012017022978
2021-03-01,76.898664,123.746723887115,200.645387887115
2021-04-01,87.509496,114.365150378665,201.874646378665
2021-05-01,94.735936,109.37648012211,204.11241612211
2021-06-01,93.055992,112.586663871087,205.642655871087
2021-07-01,90.66208,117.516245796027,208.178325796027
2021-08-01,90.166056,124.702265360033,214.868321360033
2021-09-01,89.663232,126.458689844424,216.121921844424
2021-10-01,86.595696,130.764728426863,217.360424426863
2021-11-01,85.172352,135.864681719168,221.037033719168
2021-12-01,88.882456,132.6685061428,221.5509621428
2022-01-01,90.918192,130.748534054699,221.666726054699
2022-02-01,91.449792,135.502666639737,226.952458639737
2022-03-01,100.798536,130.858494108883,231.657030108883
2022-04-01,113.090808,126.212934518709,239.303742518709
2022-05-01,125.75624,116.430661872479,242.186901872479
2022-06-01,128.949176,116.492531217413,245.441707217413
2022-07-01,123.096,122.223882080533,245.319882080533
2022-08-01,114.090768,140.076187760503,254.166955760503
2022-09-01,111.981566,142.192367287431,254.173933287431
2022-10-01,103.897944,149.621927143702,253.519871143702
2022-11-01,89.6160752,162.487999662977,252.104074862977
2022-12-01,84.32966,162.69745126286,247.02711126286
2023-01-01,83.838316,158.495804008082,242.334120008082
2023-02-01,88.472318,153.194144426704,241.666462426704
2023-03-01,93.8711888,147.674940864209,241.546129664209
2023-04-01,97.21999,148.915343677844,246.135333677844
2023-05-01,96.7402816,148.645851526834,245.386133126834
2023-06-01,94.759304,155.63523190573,250.39453590573
2023-07-01,91.615102,158.534293073567,250.149395073567
2023-08-01,92.8447648,159.742768201156,252.587533001156
2023-09-01,96.0405,150.121784130495,246.162284130495
2023-10-01,93.897508,153.742061987472,247.639569987472
2023-11-01,92.3662032,151.325736448209,243.691939648209
2023-12-01,94.600368,149.635078852391,244.235446852391
2024-01-01,,,242.350564006333
2024-02-01,,,237.414961146284
2024-03-01,,,243.267957494361
2024-04-01,,,241.076619580479
